Date,Sales Person,State,Product,Quantity
2024-09-05,Vanya Bhargava,Kerala,Mouse,458
2025-06-11,Reyansh Chaudhary,Maharashtra,OMR Scanner,144
2024-10-16,Uthkarsh Sarraf,West Bengal,Thermal Printer,592
2025-08-06,Trisha Konda,Jammu and Kashmir,Mouse,251
2025-02-12,Miraan Jhaveri,Andhra Pradesh,Mechanical Keyboard,419
2025-02-22,Siya Rattan,Gujarat,OCR Scanner,547
2024-10-07,Farhan Shan,Bihar,Laser Printer,422
2025-08-28,Piya Sani,Punjab,OMR Scanner,433
2025-07-14,Gokul Seth,Assam,Flatbed Scanner,100
2025-08-29,Gokul Joshi,Tamil Nadu,Thermal Printer,502
2025-01-01,Vanya Chaudhuri,Assam,Laser Printer,540
2024-11-13,Khushi Mann,Haryana,OCR Scanner,568
2024-11-23,Stuvan Sheth,Haryana,Flatbed Scanner,490
2024-09-19,Uthkarsh Brahmbhatt,Uttar Pradesh,Flatbed Scanner,589
2025-06-11,Romil Roy,Telangana,Mouse,159
2024-12-09,Badal Sawhney,Assam,Mouse,454
2025-08-22,Pihu Ramesh,Himachal Pradesh,Foldable Keyboard,236
2025-06-04,Manjari Date,Maharashtra,Laser Printer,223
2025-04-29,Aaryahi Chhabra,Haryana,Flatbed Scanner,536
2025-01-11,Azad Sen,Kerala,Gaming Mouse,395
2025-02-26,Neelofar Sekhon,Assam,Standard Keyboard,111
2025-02-02,Biju Deshmukh,Madhya Pradesh,Foldable Keyboard,187
2025-08-01,Adira Kumar,Madhya Pradesh,Mouse,391
2025-05-17,Mehul Hari,Tamil Nadu,WebCam,582
2025-07-19,Seher Devi,Punjab,Foldable Keyboard,388
2025-02-15,Oorja Zachariah,Himachal Pradesh,Thermal Printer,329
2024-12-04,Drishya Dar,Madhya Pradesh,Standard Keyboard,334
2025-01-06,Tushar Rajan,Chhattisgarh,Foldable Keyboard,416
2024-11-25,Mohanlal Venkatesh,Uttarakhand,Graphic Pad,424
2024-12-18,Prisha Sabharwal,Bihar,Flatbed Scanner,427
2025-05-13,Kaira Chahal,Punjab,Graphic Pad,593
2024-11-18,Vivaan Gandhi,Punjab,Gaming Mouse,121
2025-05-01,Fateh Deo,Odisha,Gaming Mouse,569
2025-08-14,Badal Sehgal,Uttar Pradesh,Flatbed Scanner,408
2024-11-14,Navya Kannan,Madhya Pradesh,OMR Scanner,408
2024-09-18,Damini Lad,Tamil Nadu,Mechanical Keyboard,408
2024-10-07,Seher Wadhwa,Kerala,Flatbed Scanner,350
2024-12-11,Mishti Chatterjee,Maharashtra,Thermal Printer,587
2024-10-06,Anahita Vasa,Telangana,Laser Printer,600
2025-04-22,Alisha Master,Telangana,Graphic Pad,541
2025-03-21,Tushar Sharaf,Tamil Nadu,Standard Keyboard,149
2025-08-09,Nirvi Choudhry,Telangana,Graphic Pad,366
2025-05-27,Saanvi Chad,Chhattisgarh,OMR Scanner,547
2025-03-27,Shaan Barad,Jammu and Kashmir,OMR Scanner,572
2024-09-25,Jiya Babu,Rajasthan,Mechanical Keyboard,472
2024-10-29,Oorja Khosla,Andhra Pradesh,Standard Keyboard,441
2024-10-20,Inaaya  Dar,Uttar Pradesh,WebCam,182
2025-08-17,Onkar Wali,Rajasthan,Flatbed Scanner,375
2025-07-01,Kabir Dhawan,Himachal Pradesh,Flatbed Scanner,507
2024-10-11,Divit Venkatesh,Uttar Pradesh,OMR Scanner,204
2025-07-20,Amira Borde,Uttarakhand,Graphic Pad,340
2025-02-11,Mishti Sagar,Gujarat,Laser Printer,144
2025-02-12,Alisha Sheth,Karnataka,Flatbed Scanner,530
2025-07-28,Ishaan Choudhry,Odisha,Mechanical Keyboard,493
2025-05-18,Taimur Kurian,Assam,Foldable Keyboard,137
2025-06-04,Anya Batra,Arunachal Pradesh,WebCam,269
2024-09-06,Damini Sodhi,West Bengal,Foldable Keyboard,368
2025-04-08,Khushi Gill,Uttar Pradesh,Flatbed Scanner,463
2025-06-10,Krish Batra,Bihar,OCR Scanner,497
2024-09-17,Azad Dutt,Punjab,OCR Scanner,281
2024-10-31,Krish Tandon,Tamil Nadu,Thermal Printer,336
2025-01-18,Nirvaan Sheth,Chhattisgarh,OMR Scanner,147
2025-02-04,Faiyaz Devi,Haryana,Foldable Keyboard,221
2025-08-06,Ahana  Baral,Odisha,Graphic Pad,486
2024-09-30,Tejas Goswami,Maharashtra,Thermal Printer,535
2025-02-06,Shanaya Wagle,Telangana,Foldable Keyboard,410
2025-01-02,Jayant Jayaraman,Himachal Pradesh,WebCam,199
2025-06-15,Lakshit Sawhney,Jammu and Kashmir,Thermal Printer,286
2024-12-31,Tiya Goyal,Rajasthan,Gaming Mouse,326
2025-04-08,Tejas Subramanian,Uttar Pradesh,WebCam,559
2025-03-08,Nishith Sarna,Maharashtra,OCR Scanner,257
2024-10-04,Myra Kulkarni,West Bengal,Foldable Keyboard,349
2024-10-28,Aarav Rattan,Telangana,Laser Printer,233
2025-08-10,Siya Ghosh,Haryana,Mechanical Keyboard,338
2024-12-06,Eshani Saraf,Assam,Laser Printer,266
2024-09-19,Mamooty Aggarwal,Andhra Pradesh,OMR Scanner,424
2025-04-10,Hazel Basu,Himachal Pradesh,OCR Scanner,225
2025-05-29,Shray Dhillon,Madhya Pradesh,Thermal Printer,225
2024-11-08,Nayantara Sharma,Uttarakhand,Mechanical Keyboard,539
2025-04-16,Amira Arya,Tamil Nadu,Mechanical Keyboard,475
2024-12-11,Ojas Sridhar,Himachal Pradesh,Foldable Keyboard,528
2025-04-21,Advik Mangat,Uttar Pradesh,Thermal Printer,414
2025-03-11,Alia Reddy,Jammu and Kashmir,Thermal Printer,191
2025-06-30,Heer Ram,Bihar,Flatbed Scanner,469
2025-02-23,Nishith Bhardwaj,Uttar Pradesh,Mouse,254
2024-11-16,Pihu Chander,Punjab,Flatbed Scanner,309
2025-08-29,Lakshay Dugar,Odisha,OMR Scanner,381
2025-02-24,Dharmajan Malhotra,Madhya Pradesh,Graphic Pad,515
2025-05-07,Aaina Uppal,Madhya Pradesh,Mechanical Keyboard,259
2025-04-08,Kanav Char,Uttarakhand,Foldable Keyboard,206
2024-12-20,Indrajit Varty,Assam,Mechanical Keyboard,298
2024-10-15,Tiya Ramesh,Uttar Pradesh,Mouse,480
2024-12-25,Jhanvi Behl,Jammu and Kashmir,Thermal Printer,332
2025-05-25,Vardaniya Bir,Jammu and Kashmir,Flatbed Scanner,288
2025-07-09,Nakul Subramaniam,Uttarakhand,OCR Scanner,461
2025-08-24,Fateh Sharma,Himachal Pradesh,OCR Scanner,124
2025-07-07,Anahi Dutta,Telangana,Graphic Pad,552
2025-05-08,Samarth Shukla,Tamil Nadu,Mechanical Keyboard,599
2024-10-03,Navya Wali,Karnataka,WebCam,108
2025-04-19,Kiaan Ramachandran,West Bengal,Foldable Keyboard,163
2024-09-24,Piya Kohli,Andhra Pradesh,Thermal Printer,524
2025-05-10,Arhaan Rajan,Arunachal Pradesh,Standard Keyboard,390
2025-07-26,Shlok Atwal,Arunachal Pradesh,WebCam,463
2025-02-15,Myra Balasubramanian,Rajasthan,Gaming Mouse,105
2024-10-11,Nitya Kalita,Kerala,OMR Scanner,222
2025-04-08,Samiha Dixit,Madhya Pradesh,OMR Scanner,552
2025-07-21,Nitya Malhotra,Bihar,WebCam,462
2025-04-17,Vaibhav Brar,Tamil Nadu,Gaming Mouse,280
2025-04-29,Kabir Madan,Odisha,Mouse,142
2025-03-18,Kismat Swaminathan,Odisha,Mechanical Keyboard,542
2025-03-23,Lakshit Chacko,Punjab,Foldable Keyboard,551
2025-04-30,Madhup Hayre,Chhattisgarh,Graphic Pad,480
2025-02-14,Aaina Anand,Assam,Gaming Mouse,544
2024-09-11,Mannat Mallick,Odisha,Foldable Keyboard,368
2025-01-24,Alisha Sibal,Chhattisgarh,OCR Scanner,468
2025-03-23,Nirvi Amble,Telangana,Mouse,175
2025-03-03,Ivana Saxena,Madhya Pradesh,Gaming Mouse,420
2025-02-19,Darshit Sem,Telangana,Mouse,333
2025-05-01,Kartik Dugar,Uttar Pradesh,Mechanical Keyboard,404
2025-06-18,Yakshit Mall,Tamil Nadu,Foldable Keyboard,383
2025-06-04,Hridaan Sibal,Uttarakhand,WebCam,126
2025-03-11,Divyansh Shah,Punjab,OMR Scanner,590
2025-06-09,Ahana  Dhingra,Andhra Pradesh,Standard Keyboard,472
2024-09-29,Baiju Upadhyay,Gujarat,OCR Scanner,462
2024-11-09,Jayesh Mannan,Assam,Laser Printer,108
2025-01-24,Heer Venkatesh,Maharashtra,OCR Scanner,364
2025-06-23,Anaya Gaba,Uttar Pradesh,Thermal Printer,401
2025-03-29,Himmat Srivastava,West Bengal,WebCam,362
2024-09-19,Samaira Aggarwal,Rajasthan,Standard Keyboard,158
2024-09-22,Aniruddh Mangal,Maharashtra,OCR Scanner,283
2025-07-08,Uthkarsh Bhakta,Chhattisgarh,WebCam,517
2025-07-16,Farhan Thakur,Chhattisgarh,Thermal Printer,478
2024-10-20,Navya Brahmbhatt,Haryana,Laser Printer,148
2025-05-08,Neelofar Dave,Punjab,OCR Scanner,169
2025-05-18,Saira Sawhney,Chhattisgarh,OCR Scanner,276
2025-07-25,Rohan Dyal,Jammu and Kashmir,Gaming Mouse,251
2024-10-08,Armaan Chana,Maharashtra,WebCam,356
2024-10-21,Rasha Sachdeva,Haryana,Graphic Pad,342
2025-04-27,Charvi Chada,Arunachal Pradesh,Laser Printer,203
2025-01-13,Miraya Acharya,Andhra Pradesh,Mechanical Keyboard,569
2025-04-27,Jhanvi Rajan,Rajasthan,Gaming Mouse,176
2025-03-03,Advik Walia,Maharashtra,Mouse,353
2025-08-14,Urvi Sen,Uttarakhand,Standard Keyboard,486
2024-12-20,Zeeshan Khanna,Karnataka,Flatbed Scanner,534
2025-02-13,Amani Kari,West Bengal,Flatbed Scanner,436
2025-08-02,Kanav Khalsa,Punjab,Mouse,266
2025-08-24,Rhea Cheema,Uttar Pradesh,OMR Scanner,295
2025-02-05,Lavanya Deshpande,Karnataka,Thermal Printer,241
2025-02-03,Yakshit Rama,Uttar Pradesh,Graphic Pad,558
2025-05-05,Shayak Bhardwaj,Himachal Pradesh,Mechanical Keyboard,207
2025-02-14,Amira Dora,Tamil Nadu,Mechanical Keyboard,484
2025-04-08,Umang Bala,Gujarat,OMR Scanner,192
2025-04-07,Ivana Bedi,Punjab,Standard Keyboard,512
2025-04-16,Indrajit Bumb,Assam,Graphic Pad,152
2025-06-03,Lavanya Dar,Karnataka,Standard Keyboard,523
2024-11-23,Heer Borde,Punjab,Mouse,126
2025-06-01,Siya Wali,West Bengal,OCR Scanner,167
2025-04-30,Kiaan Sarkar,Jammu and Kashmir,OCR Scanner,197
2025-01-14,Aaryahi Konda,Odisha,Flatbed Scanner,474
2025-06-07,Farhan Singh,Kerala,Gaming Mouse,173
2025-06-09,Tarini Sarma,Tamil Nadu,OCR Scanner,288
2024-11-13,Indrajit Kohli,Punjab,Foldable Keyboard,282
2024-10-17,Nitara Lala,Telangana,Gaming Mouse,455
2025-05-09,Krish Agarwal,Gujarat,Gaming Mouse,245
2025-07-26,Tarini Jha,Rajasthan,Foldable Keyboard,593
2025-01-17,Shamik Bora,Maharashtra,Foldable Keyboard,446
2024-12-30,Samar Lanka,Andhra Pradesh,Graphic Pad,579
2025-01-27,Vivaan Chaudhary,Bihar,OCR Scanner,348
2025-01-29,Eshani Bassi,Rajasthan,Mouse,222
2025-04-17,Reyansh Rout,Jammu and Kashmir,Graphic Pad,472
2025-02-12,Trisha Hans,Odisha,Gaming Mouse,521
2024-10-30,Shalv Borah,Andhra Pradesh,Graphic Pad,203
2025-01-24,Neelofar Bhatti,Himachal Pradesh,Gaming Mouse,134
2025-03-21,Anvi Swamy,Haryana,Foldable Keyboard,179
2025-05-29,Veer Balan,Kerala,Standard Keyboard,418
2024-10-13,Nayantara Jaggi,Maharashtra,Mouse,141
2025-08-09,Tara Krish,Madhya Pradesh,WebCam,493
2025-02-01,Tara Butala,Karnataka,Mouse,120
2025-06-12,Anahita Joshi,Chhattisgarh,Mechanical Keyboard,404
2024-10-08,Yashvi Saran,Jammu and Kashmir,Standard Keyboard,114
2025-06-05,Nitara Zachariah,Himachal Pradesh,Standard Keyboard,463
2025-05-15,Dishani Dugar,Bihar,OCR Scanner,223
2025-01-16,Hunar Borah,Arunachal Pradesh,OMR Scanner,406
2024-11-25,Piya Sandhu,Tamil Nadu,Thermal Printer,344
2025-01-10,Samar Sethi,Kerala,OCR Scanner,107
2025-06-26,Kavya Choudhary,Andhra Pradesh,WebCam,178
2025-01-22,Ishaan Gole,Haryana,Gaming Mouse,383
2025-08-25,Nakul Sankaran,Punjab,Mechanical Keyboard,426
2025-07-22,Hiran Sundaram,Andhra Pradesh,WebCam,422
2025-07-29,Seher Mahajan,Uttarakhand,Laser Printer,488
2025-03-22,Ahana  Sama,Jammu and Kashmir,WebCam,398
2025-04-30,Anay Bali,Rajasthan,OMR Scanner,190
2025-05-12,Sana Dutta,Himachal Pradesh,Foldable Keyboard,501
2025-07-22,Anaya Wadhwa,Maharashtra,WebCam,572
2024-11-09,Kanav Sharaf,Rajasthan,OCR Scanner,273
2025-06-12,Fateh Mander,Madhya Pradesh,Mouse,107
2025-05-07,Ritvik Agarwal,Maharashtra,Mechanical Keyboard,123
2024-10-30,Neelofar Barad,Telangana,Foldable Keyboard,351
2025-08-20,Armaan Ranganathan,Maharashtra,Thermal Printer,109
2025-05-24,Jayant Cherian,Gujarat,Laser Printer,236
2025-08-29,Kashvi Kakar,Kerala,WebCam,335
2025-04-29,Nirvi Lad,Andhra Pradesh,Mouse,231
2025-03-11,Sahil Arya,Haryana,OMR Scanner,274
2025-07-20,Indrans Madan,Karnataka,OCR Scanner,361
2025-02-18,Divit Ganesan,West Bengal,Standard Keyboard,166
2025-06-02,Shaan Dutt,Maharashtra,Mouse,508
2025-07-03,Pihu Zachariah,Arunachal Pradesh,Thermal Printer,531
2025-08-24,Tiya Sandal,Punjab,Flatbed Scanner,187
2025-01-11,Amani Solanki,Rajasthan,Thermal Printer,288
2025-08-09,Stuvan Kant,Bihar,Laser Printer,224
2025-03-13,Emir Lalla,Karnataka,Graphic Pad,198
2025-01-26,Sana Khanna,Maharashtra,Foldable Keyboard,255
2025-07-27,Sana Korpal,Tamil Nadu,Laser Printer,278
2024-11-13,Oorja Raj,Karnataka,Graphic Pad,186
2024-11-20,Lakshay Sangha,Uttar Pradesh,Foldable Keyboard,600
2025-08-06,Ivan Bhalla,Assam,WebCam,396
2025-04-22,Jayant Balan,Himachal Pradesh,OMR Scanner,570
2024-12-09,Nehmat Kuruvilla,Himachal Pradesh,Mouse,484
2025-01-27,Vritika Sharaf,Arunachal Pradesh,Standard Keyboard,121
2025-03-29,Dhanush Khanna,Jammu and Kashmir,Mechanical Keyboard,171
2025-01-11,Jiya Sunder,Bihar,Mechanical Keyboard,335
2024-10-18,Anvi Gole,Uttarakhand,OCR Scanner,208
2025-04-05,Drishya Ben,Jammu and Kashmir,OMR Scanner,592
2025-08-08,Vedika Aggarwal,Maharashtra,Mouse,177
2025-07-24,Dhanuk Batra,Haryana,WebCam,304
2025-09-03,Ranbir Ratta,Jammu and Kashmir,Laser Printer,213
2024-10-07,Neysa Kumar,Arunachal Pradesh,Thermal Printer,451
2025-03-30,Pranay Sharma,Uttar Pradesh,Mechanical Keyboard,105
2025-05-09,Pihu Bajwa,Maharashtra,OMR Scanner,323
2025-06-11,Oorja Kar,Uttarakhand,Foldable Keyboard,141
2025-08-28,Kaira Dua,Tamil Nadu,Flatbed Scanner,346
2025-03-17,Shray Baral,Karnataka,Flatbed Scanner,578
2025-05-11,Shanaya Lad,Odisha,OCR Scanner,533
2024-09-17,Umang Chanda,Chhattisgarh,Standard Keyboard,424
2024-09-28,Shlok Sarma,West Bengal,Mouse,346
2025-08-27,Shayak Chad,Odisha,Gaming Mouse,455
2025-05-14,Aarush Zachariah,Chhattisgarh,Gaming Mouse,470
2025-07-25,Priyansh Sha,Gujarat,Flatbed Scanner,296
2024-12-17,Shayak Dara,Chhattisgarh,Laser Printer,274
2025-06-16,Sana Sethi,Arunachal Pradesh,OMR Scanner,353
2025-03-22,Nirvi Krish,Punjab,OMR Scanner,212
2025-04-03,Jhanvi Deep,Himachal Pradesh,OCR Scanner,543
2025-05-26,Ira Sachdev,Assam,OMR Scanner,327
2024-09-15,Azad Thaker,West Bengal,Thermal Printer,143
2024-10-18,Samarth Varty,Odisha,WebCam,461
2025-08-06,Neysa Khare,Odisha,Foldable Keyboard,120
2025-06-19,Ritvik D’Alia,West Bengal,WebCam,352
2025-01-03,Dharmajan Ramakrishnan,Uttar Pradesh,Thermal Printer,377
2025-04-22,Mamooty Raju,Andhra Pradesh,Laser Printer,334
2025-02-15,Amira Divan,Gujarat,Mouse,201
2025-01-08,Hrishita Borra,Jammu and Kashmir,Foldable Keyboard,326
2025-07-09,Dhanush Sastry,Arunachal Pradesh,OMR Scanner,292
2024-11-18,Nakul Tata,Haryana,Graphic Pad,539
2025-07-21,Nirvaan Sagar,Haryana,Foldable Keyboard,289
2025-01-07,Azad Agrawal,Gujarat,OCR Scanner,209
2024-11-02,Kimaya Arora,Maharashtra,WebCam,551
2024-12-07,Onkar Guha,Chhattisgarh,Gaming Mouse,307
2024-10-12,Faiyaz Bal,Maharashtra,Gaming Mouse,294
2024-11-03,Jhanvi Thaman,Gujarat,Flatbed Scanner,282
2025-07-21,Aaina Hegde,Arunachal Pradesh,OCR Scanner,143
2024-12-30,Mannat Vig,Maharashtra,WebCam,525
2024-12-18,Anaya Chakraborty,Bihar,Mouse,405
2025-06-23,Manjari Sridhar,Arunachal Pradesh,Flatbed Scanner,532
2024-12-14,Raghav Uppal,Odisha,Standard Keyboard,568
2025-04-22,Trisha Rajagopalan,Uttar Pradesh,Standard Keyboard,184
2024-11-20,Neelofar Baria,Rajasthan,OCR Scanner,402
2025-06-15,Rhea Johal,Jammu and Kashmir,OMR Scanner,272
2025-02-01,Mahika Dugar,Jammu and Kashmir,Foldable Keyboard,313
2024-11-27,Tarini Kapoor,Telangana,OMR Scanner,478
2025-03-07,Ritvik Luthra,West Bengal,OMR Scanner,191
2025-08-24,Jayesh Dani,Assam,Standard Keyboard,164
2025-01-11,Anika Bhat,Kerala,Mouse,574
2024-11-28,Urvi Chauhan,Uttar Pradesh,Graphic Pad,173
2025-02-05,Aarush Tailor,Haryana,Standard Keyboard,227
2025-01-09,Eshani Dayal,Chhattisgarh,Mechanical Keyboard,230
2025-04-09,Sara Sen,Assam,WebCam,296
2025-03-06,Keya Bala,West Bengal,Graphic Pad,408
2025-05-09,Anaya Sanghvi,Uttar Pradesh,WebCam,109
2025-06-18,Yuvraj  Bhargava,Odisha,Mouse,147
2025-07-01,Yakshit Vaidya,West Bengal,Thermal Printer,401
2024-12-19,Onkar Bawa,Kerala,Standard Keyboard,347
2025-01-17,Pranay Rao,Himachal Pradesh,Foldable Keyboard,106
2025-07-14,Devansh Sule,Bihar,Mechanical Keyboard,158
2025-03-17,Hansh Sridhar,West Bengal,Graphic Pad,281
2024-10-30,Zara Mammen,Madhya Pradesh,Foldable Keyboard,473
2024-10-26,Damini Mahal,Chhattisgarh,Graphic Pad,193
2025-08-13,Shaan Kota,Bihar,Graphic Pad,480
2025-07-31,Renee Brar,Andhra Pradesh,Laser Printer,312
2025-03-04,Sara Rama,Maharashtra,Foldable Keyboard,325
2024-11-21,Dhanush Bhandari,Jammu and Kashmir,OMR Scanner,284
2025-04-02,Vivaan Sani,West Bengal,Flatbed Scanner,443
2025-07-25,Pihu Reddy,Kerala,OCR Scanner,255
2025-01-13,Uthkarsh Raju,Maharashtra,WebCam,130
2024-10-30,Zoya Dhawan,Arunachal Pradesh,OMR Scanner,316
2024-10-24,Siya Sant,Himachal Pradesh,Foldable Keyboard,591
2025-07-01,Devansh Dutta,Odisha,Foldable Keyboard,554
2025-08-14,Inaaya  Bora,Arunachal Pradesh,Gaming Mouse,155
2025-01-18,Aarush Ben,Tamil Nadu,WebCam,486
2025-04-02,Sahil Rama,Himachal Pradesh,OMR Scanner,333
2024-12-06,Zaina Sarraf,Gujarat,Foldable Keyboard,204
2025-06-01,Vedika Kanda,Andhra Pradesh,OCR Scanner,165
2024-12-17,Navya Sengupta,Uttar Pradesh,Gaming Mouse,408
2025-07-13,Yashvi Kakar,Andhra Pradesh,Laser Printer,551
2025-06-25,Sumer Bhandari,Punjab,Mouse,315
2025-08-01,Nishith Dave,Punjab,Foldable Keyboard,515
2025-06-09,Shayak Sampath,West Bengal,Laser Printer,306
2024-10-19,Anay Mahal,Punjab,Graphic Pad,400
2024-11-29,Divit Ghose,Kerala,OCR Scanner,262
2025-07-17,Tanya Walia,Chhattisgarh,Thermal Printer,274
2025-03-10,Hansh Mani,Assam,OCR Scanner,153
2025-06-21,Dhanuk Bawa,Tamil Nadu,Mouse,163
2025-06-12,Drishya Yadav,Maharashtra,OCR Scanner,293
2025-02-08,Tara Doshi,Haryana,OCR Scanner,519
2025-07-07,Samar Tailor,Andhra Pradesh,Gaming Mouse,599
2024-09-17,Mishti Boase,Andhra Pradesh,Graphic Pad,275
2025-01-17,Tejas Rastogi,Rajasthan,Mechanical Keyboard,147
2024-09-08,Aayush Goyal,Uttarakhand,Graphic Pad,566
2024-11-02,Nehmat Chhabra,Arunachal Pradesh,Flatbed Scanner,585
2024-12-10,Renee Arora,Assam,Mechanical Keyboard,201
2025-03-24,Ivana Ratta,Odisha,Graphic Pad,356
2025-01-17,Charvi Badal,Karnataka,Mouse,490
2024-09-25,Eshani Dani,Madhya Pradesh,Gaming Mouse,449
2025-05-22,Shalv Mallick,Jammu and Kashmir,Standard Keyboard,126
2024-11-05,Krish Handa,Assam,Laser Printer,132
2024-12-31,Seher Dara,Kerala,Graphic Pad,267
2025-06-05,Nakul Tandon,Rajasthan,WebCam,246
2025-08-04,Saksham Srinivasan,Kerala,Standard Keyboard,191
2025-07-18,Divit Gandhi,Rajasthan,WebCam,135
2024-09-05,Ela Sidhu,Punjab,Thermal Printer,377
2025-05-26,Armaan Sarraf,Andhra Pradesh,Mouse,593
2025-06-12,Anya Sarna,Karnataka,Mechanical Keyboard,359
2025-05-30,Adah Kaur,Kerala,OMR Scanner,445
2025-07-16,Shaan Tailor,Bihar,OMR Scanner,373
2025-03-14,Reyansh Mannan,Gujarat,Flatbed Scanner,505
2025-02-26,Neysa Sarma,Chhattisgarh,OMR Scanner,464
2024-12-01,Taran Yohannan,Telangana,Graphic Pad,574
2024-11-13,Taimur Arya,Uttarakhand,Flatbed Scanner,426
2025-07-19,Aniruddh Sagar,Haryana,OCR Scanner,582
2024-11-24,Renee Devan,Assam,Standard Keyboard,485
2024-10-17,Neelofar Sahota,Kerala,Mouse,151
2025-03-14,Eshani Bhandari,Uttar Pradesh,Foldable Keyboard,157
2025-01-29,Anahi Chokshi,Punjab,Thermal Printer,361
2024-09-13,Chirag Cherian,Odisha,Standard Keyboard,531
2025-08-24,Ahana  Sethi,Kerala,Thermal Printer,569
2024-12-13,Indrans Karnik,Haryana,WebCam,234
2025-01-04,Renee Ramachandran,Uttar Pradesh,Flatbed Scanner,599
2025-07-15,Indranil Lad,Jammu and Kashmir,Flatbed Scanner,258
2024-10-05,Ranbir Randhawa,Chhattisgarh,WebCam,127
2025-01-31,Adira Gulati,Bihar,Mechanical Keyboard,221
2025-07-08,Nirvi Mammen,Jammu and Kashmir,Graphic Pad,228
2025-08-31,Aaina Mander,Punjab,OCR Scanner,598
2025-08-28,Abram Wali,Rajasthan,OCR Scanner,169
2025-05-12,Vivaan Sathe,Kerala,Gaming Mouse,359
2024-10-03,Saira Rana,Uttarakhand,Mechanical Keyboard,226
2024-12-10,Badal Tripathi,Assam,OCR Scanner,156
2025-06-22,Hiran Dey,Haryana,OMR Scanner,268
2025-01-29,Jiya Ranganathan,Madhya Pradesh,OCR Scanner,244
2025-02-20,Aniruddh Choudhury,Uttarakhand,WebCam,266
2025-03-20,Rania Brahmbhatt,Madhya Pradesh,Mechanical Keyboard,412
2024-12-01,Heer Choudhary,Himachal Pradesh,Mouse,144
2025-06-11,Divij Thaker,Haryana,WebCam,433
2025-07-27,Vedika Sama,Madhya Pradesh,Laser Printer,368
2025-03-30,Saksham Sankar,West Bengal,Standard Keyboard,141
2025-03-21,Saksham Deo,Madhya Pradesh,Flatbed Scanner,289
2024-11-06,Vritika Behl,Haryana,Gaming Mouse,555
2025-01-03,Kiara Kala,Andhra Pradesh,Foldable Keyboard,374
2024-11-15,Divit Mammen,Himachal Pradesh,Standard Keyboard,100
2024-09-19,Sara Agarwal,Tamil Nadu,Laser Printer,228
2024-10-28,Lakshit Sani,Punjab,OMR Scanner,371
2024-10-10,Aaina Sunder,Himachal Pradesh,Laser Printer,135
2025-08-15,Azad Mangal,Odisha,Mouse,498
2025-08-13,Emir Kapoor,Assam,OCR Scanner,178
2024-11-13,Seher Manne,Madhya Pradesh,Gaming Mouse,391
2025-03-24,Pari Sekhon,Karnataka,Foldable Keyboard,448
2024-12-10,Saanvi Krishnan,Madhya Pradesh,Thermal Printer,360
2024-09-23,Nakul Kanda,Odisha,Gaming Mouse,103
2025-06-16,Zara Konda,West Bengal,Gaming Mouse,413
2025-03-02,Taimur Dhaliwal,Madhya Pradesh,WebCam,225
2025-05-05,Krish Johal,Odisha,Mechanical Keyboard,141
2025-01-25,Jhanvi Jain,Telangana,WebCam,288
2025-03-01,Nayantara Sanghvi,Kerala,Mouse,122
2025-04-13,Anahi Wadhwa,Uttarakhand,Standard Keyboard,320
2025-05-30,Samarth Ram,Himachal Pradesh,WebCam,314
2025-03-20,Kiaan Chander,Jammu and Kashmir,Foldable Keyboard,575
2025-07-11,Indrans Samra,Bihar,Thermal Printer,586
2025-03-26,Zaina Suri,Maharashtra,Graphic Pad,314
2025-01-03,Kiaan Goswami,Punjab,OMR Scanner,332
2025-09-01,Mishti Tailor,Jammu and Kashmir,Thermal Printer,322
2025-07-28,Tanya Varughese,Madhya Pradesh,Mouse,250
2025-05-28,Shlok Dey,Chhattisgarh,Foldable Keyboard,578
2024-11-08,Tarini Chada,Andhra Pradesh,Flatbed Scanner,484
2024-12-29,Miraya Luthra,West Bengal,Graphic Pad,371
2025-08-20,Sara Wali,Telangana,Laser Printer,460
2024-12-12,Manikya Devi,Uttar Pradesh,Flatbed Scanner,349
2025-03-28,Indranil Chokshi,Maharashtra,Thermal Printer,573
2025-01-14,Nirvaan Bala,Himachal Pradesh,OMR Scanner,163
2025-03-06,Keya Toor,Bihar,Laser Printer,384
2025-04-19,Shray Chadha,Himachal Pradesh,Mouse,180
2025-08-24,Dhanuk Bali,Bihar,Gaming Mouse,542
2025-06-25,Lagan Babu,Haryana,Laser Printer,174
2025-04-06,Ritvik Rao,Arunachal Pradesh,Laser Printer,597
2025-06-03,Tarini Garde,Chhattisgarh,Laser Printer,144
2024-12-08,Nirvi Kaur,Maharashtra,Mouse,130
2024-11-26,Umang Kurian,Bihar,Foldable Keyboard,208
2025-08-12,Ahana  Krishna,Tamil Nadu,Laser Printer,371
2025-01-03,Yashvi D’Alia,Telangana,OCR Scanner,332
2024-10-10,Pranay Ramachandran,Andhra Pradesh,OCR Scanner,375
2025-06-04,Armaan Magar,Madhya Pradesh,Mechanical Keyboard,251
2025-02-04,Kanav Bhatnagar,Bihar,Mechanical Keyboard,566
2025-04-07,Zaina Dayal,Haryana,OMR Scanner,473
2025-02-04,Khushi Kant,Odisha,OCR Scanner,248
2025-06-18,Saanvi Tara,Odisha,Standard Keyboard,592
2025-06-26,Sumer Vohra,Odisha,OMR Scanner,501
2025-01-01,Hazel Barad,Maharashtra,Standard Keyboard,105
2025-04-21,Madhav Dalal,Madhya Pradesh,OMR Scanner,190
